14:57:51.749 | INFO | BookommerceApplication: Starting BookommerceApplication using Java 21.0.3 with PID 16640 (C:\Users\PC\OneDrive\Desktop\bookommerce\resource-server\target\classes started by PC in C:\Users\PC\OneDrive\Desktop\bookommerce\resource-server)
15:22:39.018 | DEBUG | FilterChainProxy: Securing GET /api/books/45
15:22:39.038 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:22:39.039 | DEBUG | FilterChainProxy: Secured GET /api/books/45
15:23:11.245 | DEBUG | FilterChainProxy: Securing GET /api/books/45
15:23:11.246 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:23:11.247 | DEBUG | FilterChainProxy: Secured GET /api/books/45
15:23:11.810 | DEBUG | FilterChainProxy: Securing GET /images/books/4658760b-7502-4022-b337-9926fee60006.jpg
15:23:11.811 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:23:11.812 | DEBUG | FilterChainProxy: Secured GET /images/books/4658760b-7502-4022-b337-9926fee60006.jpg
15:23:19.259 | DEBUG | FilterChainProxy: Securing GET /api/genres
15:23:19.262 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:23:19.267 | DEBUG | FilterChainProxy: Secured GET /api/genres
15:23:19.307 | DEBUG | FilterChainProxy: Securing GET /api/books?page=0&size=10&sort=TITLE&order=ASC
15:23:19.308 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:23:19.309 | DEBUG | FilterChainProxy: Secured GET /api/books?page=0&size=10&sort=TITLE&order=ASC
15:23:19.515 | DEBUG | FilterChainProxy: Securing GET /images/books/4658760b-7502-4022-b337-9926fee60006.jpg
15:23:19.520 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:23:19.521 | DEBUG | FilterChainProxy: Secured GET /images/books/4658760b-7502-4022-b337-9926fee60006.jpg
15:23:19.538 | DEBUG | FilterChainProxy: Securing GET /images/books/8936213491361.jpg
15:23:19.538 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:23:19.539 | DEBUG | FilterChainProxy: Secured GET /images/books/8936213491361.jpg
15:23:19.655 | DEBUG | FilterChainProxy: Securing GET /images/books/8935212368209.jpg
15:23:19.657 | DEBUG | FilterChainProxy: Securing GET /images/books/8936213491866.jpg
15:23:19.667 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:23:19.668 | DEBUG | FilterChainProxy: Secured GET /images/books/8936213491866.jpg
15:23:19.666 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:23:19.671 | DEBUG | FilterChainProxy: Secured GET /images/books/8935212368209.jpg
15:23:19.804 | DEBUG | FilterChainProxy: Securing GET /images/books/f3767a63-a769-4dc6-a0ad-5faf57cfeda2.jpg
15:23:19.806 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:23:19.814 | DEBUG | FilterChainProxy: Secured GET /images/books/f3767a63-a769-4dc6-a0ad-5faf57cfeda2.jpg
15:23:19.823 | DEBUG | FilterChainProxy: Securing GET /images/books/z6667803014073_b09f06964c4371f4fd5d5a532a319742.jpg
15:23:19.831 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:23:19.849 | DEBUG | FilterChainProxy: Secured GET /images/books/z6667803014073_b09f06964c4371f4fd5d5a532a319742.jpg
15:23:19.899 | DEBUG | FilterChainProxy: Securing GET /images/books/z6667802993996_444d1025739493a61e7c63ddfc8997fc.jpg
15:23:19.908 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:23:19.917 | DEBUG | FilterChainProxy: Secured GET /images/books/z6667802993996_444d1025739493a61e7c63ddfc8997fc.jpg
15:23:20.211 | DEBUG | FilterChainProxy: Securing GET /images/books/image_217968.jpg
15:23:20.220 | DEBUG | FilterChainProxy: Securing GET /images/books/8935212349208.jpg
15:23:20.220 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:23:20.221 | DEBUG | FilterChainProxy: Secured GET /images/books/image_217968.jpg
15:23:20.221 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:23:20.227 | DEBUG | FilterChainProxy: Secured GET /images/books/8935212349208.jpg
15:23:20.303 | DEBUG | FilterChainProxy: Securing GET /images/books/image_195509_1_30127_1.jpg
15:23:20.306 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:23:20.323 | DEBUG | FilterChainProxy: Secured GET /images/books/image_195509_1_30127_1.jpg
15:23:21.026 | DEBUG | FilterChainProxy: Securing GET /api/books/45
15:23:21.027 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:23:21.029 | DEBUG | FilterChainProxy: Secured GET /api/books/45
15:23:21.101 | DEBUG | FilterChainProxy: Securing GET /images/books/4658760b-7502-4022-b337-9926fee60006.jpg
15:23:21.102 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:23:21.103 | DEBUG | FilterChainProxy: Secured GET /images/books/4658760b-7502-4022-b337-9926fee60006.jpg
15:23:23.198 | DEBUG | FilterChainProxy: Securing GET /api/genres
15:23:23.198 | DEBUG | FilterChainProxy: Securing GET /api/books?page=0&size=10&sort=TITLE&order=ASC
15:23:23.198 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:23:23.198 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:23:23.199 | DEBUG | FilterChainProxy: Secured GET /api/books?page=0&size=10&sort=TITLE&order=ASC
15:23:23.199 | DEBUG | FilterChainProxy: Secured GET /api/genres
15:23:23.263 | DEBUG | FilterChainProxy: Securing GET /images/books/4658760b-7502-4022-b337-9926fee60006.jpg
15:23:23.264 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:23:23.264 | DEBUG | FilterChainProxy: Secured GET /images/books/4658760b-7502-4022-b337-9926fee60006.jpg
15:23:23.267 | DEBUG | FilterChainProxy: Securing GET /images/books/8936213491361.jpg
15:23:23.268 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:23:23.268 | DEBUG | FilterChainProxy: Secured GET /images/books/8936213491361.jpg
15:23:23.279 | DEBUG | FilterChainProxy: Securing GET /images/books/8935212349208.jpg
15:23:23.279 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:23:23.280 | DEBUG | FilterChainProxy: Secured GET /images/books/8935212349208.jpg
15:23:23.285 | DEBUG | FilterChainProxy: Securing GET /images/books/8935212368209.jpg
15:23:23.286 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:23:23.289 | DEBUG | FilterChainProxy: Secured GET /images/books/8935212368209.jpg
15:23:23.299 | DEBUG | FilterChainProxy: Securing GET /images/books/image_195509_1_30127_1.jpg
15:23:23.300 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:23:23.300 | DEBUG | FilterChainProxy: Secured GET /images/books/image_195509_1_30127_1.jpg
15:23:23.307 | DEBUG | FilterChainProxy: Securing GET /images/books/8936213491866.jpg
15:23:23.308 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:23:23.310 | DEBUG | FilterChainProxy: Secured GET /images/books/8936213491866.jpg
15:23:23.317 | DEBUG | FilterChainProxy: Securing GET /images/books/image_217968.jpg
15:23:23.318 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:23:23.318 | DEBUG | FilterChainProxy: Secured GET /images/books/image_217968.jpg
15:23:23.329 | DEBUG | FilterChainProxy: Securing GET /images/books/z6667803014073_b09f06964c4371f4fd5d5a532a319742.jpg
15:23:23.329 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:23:23.331 | DEBUG | FilterChainProxy: Secured GET /images/books/z6667803014073_b09f06964c4371f4fd5d5a532a319742.jpg
15:23:23.338 | DEBUG | FilterChainProxy: Securing GET /images/books/z6667802993996_444d1025739493a61e7c63ddfc8997fc.jpg
15:23:23.338 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:23:23.341 | DEBUG | FilterChainProxy: Secured GET /images/books/z6667802993996_444d1025739493a61e7c63ddfc8997fc.jpg
15:23:23.349 | DEBUG | FilterChainProxy: Securing GET /images/books/f3767a63-a769-4dc6-a0ad-5faf57cfeda2.jpg
15:23:23.350 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:23:23.350 | DEBUG | FilterChainProxy: Secured GET /images/books/f3767a63-a769-4dc6-a0ad-5faf57cfeda2.jpg
15:23:24.910 | DEBUG | FilterChainProxy: Securing GET /api/books/35
15:23:24.912 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:23:24.914 | DEBUG | FilterChainProxy: Secured GET /api/books/35
15:23:24.980 | DEBUG | FilterChainProxy: Securing GET /images/books/8936213491361.jpg
15:23:24.980 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:23:24.981 | DEBUG | FilterChainProxy: Secured GET /images/books/8936213491361.jpg
15:23:27.207 | DEBUG | FilterChainProxy: Securing GET /api/genres
15:23:27.207 | DEBUG | FilterChainProxy: Securing GET /api/books?page=0&size=10&sort=TITLE&order=ASC
15:23:27.208 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:23:27.208 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:23:27.209 | DEBUG | FilterChainProxy: Secured GET /api/genres
15:23:27.209 | DEBUG | FilterChainProxy: Secured GET /api/books?page=0&size=10&sort=TITLE&order=ASC
15:23:27.267 | DEBUG | FilterChainProxy: Securing GET /images/books/4658760b-7502-4022-b337-9926fee60006.jpg
15:23:27.268 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:23:27.269 | DEBUG | FilterChainProxy: Secured GET /images/books/4658760b-7502-4022-b337-9926fee60006.jpg
15:23:27.277 | DEBUG | FilterChainProxy: Securing GET /images/books/8936213491361.jpg
15:23:27.278 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:23:27.280 | DEBUG | FilterChainProxy: Secured GET /images/books/8936213491361.jpg
15:23:27.295 | DEBUG | FilterChainProxy: Securing GET /images/books/8935212349208.jpg
15:23:27.295 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:23:27.296 | DEBUG | FilterChainProxy: Secured GET /images/books/8935212349208.jpg
15:23:27.304 | DEBUG | FilterChainProxy: Securing GET /images/books/8935212368209.jpg
15:23:27.306 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:23:27.311 | DEBUG | FilterChainProxy: Secured GET /images/books/8935212368209.jpg
15:23:27.317 | DEBUG | FilterChainProxy: Securing GET /images/books/image_195509_1_30127_1.jpg
15:23:27.320 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:23:27.326 | DEBUG | FilterChainProxy: Secured GET /images/books/image_195509_1_30127_1.jpg
15:23:27.328 | DEBUG | FilterChainProxy: Securing GET /images/books/8936213491866.jpg
15:23:27.329 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:23:27.329 | DEBUG | FilterChainProxy: Secured GET /images/books/8936213491866.jpg
15:23:27.336 | DEBUG | FilterChainProxy: Securing GET /images/books/image_217968.jpg
15:23:27.337 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:23:27.339 | DEBUG | FilterChainProxy: Secured GET /images/books/image_217968.jpg
15:23:27.348 | DEBUG | FilterChainProxy: Securing GET /images/books/z6667803014073_b09f06964c4371f4fd5d5a532a319742.jpg
15:23:27.348 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:23:27.349 | DEBUG | FilterChainProxy: Secured GET /images/books/z6667803014073_b09f06964c4371f4fd5d5a532a319742.jpg
15:23:27.359 | DEBUG | FilterChainProxy: Securing GET /images/books/z6667802993996_444d1025739493a61e7c63ddfc8997fc.jpg
15:23:27.359 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:23:27.361 | DEBUG | FilterChainProxy: Secured GET /images/books/z6667802993996_444d1025739493a61e7c63ddfc8997fc.jpg
15:23:27.364 | DEBUG | FilterChainProxy: Securing GET /images/books/f3767a63-a769-4dc6-a0ad-5faf57cfeda2.jpg
15:23:27.365 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:23:27.366 | DEBUG | FilterChainProxy: Secured GET /images/books/f3767a63-a769-4dc6-a0ad-5faf57cfeda2.jpg
15:23:29.212 | DEBUG | FilterChainProxy: Securing GET /api/books/20
15:23:29.216 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:23:29.217 | DEBUG | FilterChainProxy: Secured GET /api/books/20
15:23:29.283 | DEBUG | FilterChainProxy: Securing GET /images/books/8935212349208.jpg
15:23:29.283 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:23:29.283 | DEBUG | FilterChainProxy: Secured GET /images/books/8935212349208.jpg
15:23:58.474 | DEBUG | FilterChainProxy: Securing GET /api/books?page=0&size=10&sort=TITLE&order=ASC
15:23:58.474 | DEBUG | FilterChainProxy: Securing GET /api/genres
15:23:58.475 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:23:58.475 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:23:58.477 | DEBUG | FilterChainProxy: Secured GET /api/books?page=0&size=10&sort=TITLE&order=ASC
15:23:58.477 | DEBUG | FilterChainProxy: Secured GET /api/genres
15:23:58.579 | DEBUG | FilterChainProxy: Securing GET /images/books/8935212349208.jpg
15:23:58.581 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:23:58.582 | DEBUG | FilterChainProxy: Secured GET /images/books/8935212349208.jpg
15:23:58.695 | DEBUG | FilterChainProxy: Securing GET /images/books/8935212368209.jpg
15:23:58.695 | DEBUG | FilterChainProxy: Securing GET /images/books/image_195509_1_30127_1.jpg
15:23:58.713 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:23:58.721 | DEBUG | FilterChainProxy: Secured GET /images/books/image_195509_1_30127_1.jpg
15:23:58.709 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:23:58.731 | DEBUG | FilterChainProxy: Securing GET /images/books/8936213491361.jpg
15:23:58.751 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:23:58.735 | DEBUG | FilterChainProxy: Securing GET /images/books/4658760b-7502-4022-b337-9926fee60006.jpg
15:23:58.752 | DEBUG | FilterChainProxy: Secured GET /images/books/8936213491361.jpg
15:23:58.744 | DEBUG | FilterChainProxy: Securing GET /images/books/8936213491866.jpg
15:23:58.776 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:23:58.749 | DEBUG | FilterChainProxy: Secured GET /images/books/8935212368209.jpg
15:23:58.752 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:23:58.766 | DEBUG | FilterChainProxy: Securing GET /images/books/image_217968.jpg
15:23:58.794 | DEBUG | FilterChainProxy: Secured GET /images/books/8936213491866.jpg
15:23:58.795 | DEBUG | FilterChainProxy: Secured GET /images/books/4658760b-7502-4022-b337-9926fee60006.jpg
15:23:58.806 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:23:58.821 | DEBUG | FilterChainProxy: Secured GET /images/books/image_217968.jpg
15:23:58.841 | DEBUG | FilterChainProxy: Securing GET /images/books/z6667802993996_444d1025739493a61e7c63ddfc8997fc.jpg
15:23:58.841 | DEBUG | FilterChainProxy: Securing GET /images/books/z6667803014073_b09f06964c4371f4fd5d5a532a319742.jpg
15:23:58.841 | DEBUG | FilterChainProxy: Securing GET /images/books/f3767a63-a769-4dc6-a0ad-5faf57cfeda2.jpg
15:23:58.844 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:23:58.844 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
15:23:58.844 | DEBUG | AnonymousAuthenticationFilter: Set SecurityContextHolder to anonymous SecurityContext
